LegalDescription,TownshipRange,Township,Range,Section,County,Created,Modified,Modified By,TownshipRange,DocumentName,ID
"<font color=""%23000000"">SECTIONS 15 AND 22, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTIONS 15 AND 22</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030A7A45.pdf","83"
"<font color=""%23000000"">SECTION 15, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 15</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030A7A46.pdf","84"
"<font color=""%23000000"">SECTION 22, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 22</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030A7A50.pdf","85"
"<font color=""%23000000"">SECTION 22, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 22</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","occ5217185.pdf","86"
"<font color=""%23000000"">SECTION 22, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 22</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","occ5217188.pdf","87"
"<font color=""%23000000"">SECTION 22, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 22</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","occ5217198.pdf","88"
"<font color=""%23000000"">SECTION 22, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 22</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","occ5217202.pdf","89"
"<font color=""%23000000"">SECTION 22, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 22</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","occ5217205.pdf","90"
"<font color=""%23000000"">SECTION 22, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 22</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","occ5217206.pdf","91"
"<font color=""%23000000"">SECTION 22, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 22</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","occ5217208.pdf","92"
"<font color=""%23000000"">SECTION 4, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 4</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030A8275.pdf","93"
"<font color=""%23000000"">SECTION 29, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 29</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030A8276.pdf","94"
"<font color=""%23000000"">SECTION 33, TOWNSHIP 17 NORTH, 	 REPLACEMENT FOR FAX AU6 1 FILED ON RANGE 9 WEST, KINGFISHER 	 HLED mtkL1VEU</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 33</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030A90CA.pdf","95"
"<font color=""%23000000"">SECTIONS 17 AND 20, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTIONS 17 AND 20</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030A90CF.pdf","96"
"<font color=""%23000000"">SECTION 17, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 17</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030A90D1.pdf","97"
"<font color=""%23000000"">SECTION 20, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 20</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030A90D3.pdf","98"
"<font color=""%23000000"">SECTION 32, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 32</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030AA129.pdf","99"
"<font color=""%23000000"">SECTION 32, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 32</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030AA12A.pdf","100"
"<font color=""%23000000"">SECTION 18, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 18</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030AA14D.pdf","101"
"<font color=""%23000000"">SECTION 24, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 24</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030AC30B.pdf","102"
"<font color=""%23000000"">SECTIONS 16 AND 21, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTIONS 16 AND 21</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030AFFE6.pdf","103"
"<font color=""%23000000"">SECTIONS 16 AND 21, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTIONS 16 AND 21</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030AFFE7.pdf","104"
"<font color=""%23000000"">SECTIONS 16 AND 21, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTIONS 16 AND 21</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030AFFE8.pdf","105"
"<font color=""%23000000"">SECTION 21, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 21</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030AFFE9.pdf","106"
"<font color=""%23000000"">SECTIONS 16 AND 21, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTIONS 16 AND 21</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030AFFEA.pdf","107"
"<font color=""%23000000"">SECTION 16, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 16</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030B000A.pdf","108"
"<font color=""%23000000"">SECTION 21, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 21</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030B000B.pdf","109"
"<font color=""%23000000"">SECTION 31, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 31</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030B0DE8.pdf","110"
"<font color=""%23000000"">SECTION 31, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 31</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030B0DE9.pdf","111"
"<font color=""%23000000"">SECTION 31, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 31</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030B0DEA.pdf","112"
"<font color=""%23000000"">SECTION 31, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 31</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030B0DEB.pdf","113"
"<font color=""%23000000"">SECTION 31, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 31</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030B0DEC.pdf","114"
"<font color=""%23000000"">SECTION 4, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 4</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030B1FDD.pdf","115"
"<font color=""%23000000"">SECTION 4, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 4</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030B1FDF.pdf","116"
"<font color=""%23000000"">SECTION 4, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 4</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030B1FE1.pdf","117"
"<font color=""%23000000"">SECTIONS 25 AND 36, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTIONS 25 AND 36</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030B362F.pdf","118"
"<font color=""%23000000"">SECTIONS 25 AND 36, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTIONS 25 AND 36</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030B3630.pdf","119"
"<font color=""%23000000"">SECTIONS 25 AND 36, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTIONS 25 AND 36</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030B3632.pdf","120"
"<font color=""%23000000"">SECTION 25, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 25</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030B3633.pdf","121"
"<font color=""%23000000"">SECTION 25, TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 25</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030B3634.pdf","122"
"<font color=""%23000000"">SECTION 36, 	 _. TOWNSHIP 17 NORTH, RANGE 9 WEST, KINGFISHER</font>","T17N-R9W","T17N","R9W","<font color=""%23000000"">SECTION 36</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R9W","030B3635.pdf","123"
"<font color=""%23000000"">SECTIONS 5 &amp; 8, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTIONS 5 &amp; 8</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R8W","0309D064.pdf","124"
"<font color=""%23000000"">SECTION 5, TOWNSHIP 17 NORTH, 	 F[O C1 RANGE 8 WEST, KINGFISHER 	 	 2, 5D45</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTION 5</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R8W","0309D065.pdf","125"
"<font color=""%23000000"">SECTION 8, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTION 8</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R8W","0309D066.pdf","126"
"<font color=""%23000000"">LEGAL DESCRIPTION SECTION 5, TOWNSHIP 17 NORTH, 	 	 MAR i'5 2015 RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">LEGAL DESCRIPTION SECTION 5</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R8W","0309D067.pdf","127"
"<font color=""%23000000"">SECTION 19, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTION 19</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R8W","030A0A22.pdf","128"
"<font color=""%23000000"">SECTIONS 6 AND 7, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTIONS 6 AND 7</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R8W","030A18F2.pdf","129"
"<font color=""%23000000"">SECTIONS 6 AND 7, 	 REPLACEMENT. FOR FAX FILED N TOWNSHIP 17 NORTH, RANGE 8 WEST, 	 FL ED I 	 &%2358;1 KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTIONS 6 AND 7</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R8W","030A18F3.pdf","130"
"<font color=""%23000000"">SECTIONS 6 AND 7, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTIONS 6 AND 7</font>","KINGFISHER","05/17/2016 02:46 PM","05/17/2016 02:46 PM","Lance Mason","T17N-R8W","030A18F4.pdf","131"
"<font color=""%23000000"">SECTION 6, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTION 6</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A18F5.pdf","132"
"<font color=""%23000000"">SECTION 7, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTION 7</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A18F6.pdf","133"
"<font color=""%23000000"">SECTIONS 4 AND 9, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTIONS 4 AND 9</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A53C4.pdf","134"
"<font color=""%23000000"">SECTIONS 4 AND 9, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTIONS 4 AND 9</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A53C6.pdf","135"
"<font color=""%23000000"">SECTIONS 4 AND 9, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTIONS 4 AND 9</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A53C7.pdf","136"
"<font color=""%23000000"">SECTIONS 4 AND 9, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTIONS 4 AND 9</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A53C8.pdf","137"
"<font color=""%23000000"">SECTION 4, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTION 4</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A53C9.pdf","138"
"<font color=""%23000000"">SECTION 4, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTION 4</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A65AF.pdf","139"
"<font color=""%23000000"">SECTION 9, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTION 9</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A65B0.pdf","140"
"<font color=""%23000000"">SECTIONS 29 AND 32, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTIONS 29 AND 32</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A7513.pdf","141"
"<font color=""%23000000"">SECTIONS 29 AND 32, 	 L152O15_ TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTIONS 29 AND 32</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A7514.pdf","142"
"<font color=""%23000000"">SECTIONS 29 AND 32, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTIONS 29 AND 32</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A7515.pdf","143"
"<font color=""%23000000"">SECTIONS 15 AND 22, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTIONS 15 AND 22</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A7516.pdf","144"
"<font color=""%23000000"">SECTIONS 15 AND 22, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTIONS 15 AND 22</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A7517.pdf","145"
"<font color=""%23000000"">SECTIONS 15 AND 22, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTIONS 15 AND 22</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A7518.pdf","146"
"<font color=""%23000000"">SECTION 22, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTION 22</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A7519.pdf","147"
"<font color=""%23000000"">SECTIONS 15 AND 22, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTIONS 15 AND 22</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A751A.pdf","148"
"<font color=""%23000000"">SECTIONS 15 AND 22, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTIONS 15 AND 22</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A751B.pdf","149"
"<font color=""%23000000"">SECTION 15, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTION 15</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A7530.pdf","150"
"<font color=""%23000000"">SECTION 22, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTION 22</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A7531.pdf","151"
"<font color=""%23000000"">SECTIONS 17 AND 20, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTIONS 17 AND 20</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A787E.pdf","152"
"<font color=""%23000000"">SECTIONS 17 AND 20, TOWNSHIP 17 NORTH, RANGE 8 WEST, VTKTit'TQUTD rV'T TMTV VT A LIrT. if A Jii l V_i I ILI 1L,I%. V_-V_F Li I 1 1. 1 9 V.JI'Vi_,f%l IV_FIVItV 	 I ;P APPLICATION COMES NOW Applicant and shows the Honorable follows&%2358; 1. Parties&%2358; Applicant is Newfield Exploration Mid-Continent Inc., One Williams Center, Suite 1900, Tulsa, Oklahoma 74172, who is the owner of oil and gas leasehold interests within the lands described in the caption hereof. The parties being named as respondents to this Application are listed on Exhibit &quot;A&quot; attached hereto and made a part hereof. 2. Allegation of Facts&%2358; 2.1 	 Section 17, Township 17 North, Range 8 West, Kingfisher County, Oklahoma will be established as a 640-acre horizontal drilling and spacing unit for the Mississippian and Woodford common sources of supply by order to issue in Cause CD No. 201503459-T. For the Mississippian common source of supply such order shall require that the completion interval of a horizontal well drilled in a horizontal well unit shall be located not less than 660 feet from the unit boundary. For the Woodford common source of supply such order shall require that the completion interval of a horizontal well drilled in a horizontal well unit shall be located not less than 165 feet from any north/south unit boundary and not less than 330 feet from any east/west unit boundary. 2.2 	 Section 20, Township 17 North, Range 8 West, Kingfisher County, Oklahoma will be established as a 640-acre horizontal drilling and spacing unit for the Mississippian and Woodford common sources of supply by order to issue in Cause CD No. 201503459-T. For the Mississippian common source of supply such order shall require that the completion interval of a horizontal well drilled in a horizontal well unit shall be located not less than 660 feet from the unit boundary. For the Woodford common source of supply such order shall require that the completion interval of a horizontal well drilled in a horizontal well unit shall be located not less than 165 feet from any north/south unit boundary and not less than 330 feet from any east/west unit boundary. L&%2358;\NEWFIELD 4005 1\NEWFIELD 40051\40051-2281 MULTIUNIT\4005 1-2281 APPLICATIONdoc At L ± CM - r-- rqZ ----I NEWFIELD EXPLORATION MID-CONTINENT INC. CAUSE CD NO. 201503460-T APPLICATION PAGE 2 	 2.3 	 The Meramec portion of the Mississippian common source of supply has shale like properties. The Woodford common source of supply in the lands covered hereby is located immediately below the Mississippian common source of supply. The Woodford common source of supply may be inadvertently encountered in the drilling of the lateral of a horizontal well in the lands involved herein in the Meramec portion of the Mississippian common source of supply when such well drills out of or exits such shale like reservoir. The Woodford separate common source of supply is an Associated Common Source of Supply under 52 O.S. §87.6 in regard to the Meramec portion of the Mississippian common source of supply. The two separate common sources of supply covered hereby constitute a Targeted Reservoir under 52 O.S. §87.6. 	 2.4 	 Applicant has conducted a diligent and meaningful search of the local county assessor's records, county treasurer's records, and county deed records regarding the property involved for return addresses on recorded instruments, county probate records and city and county telephone directories and other sources of such information to locate each respondent and has made a bona fide effort to reach an agreement as to the development of the unit with each respondent located by such search. 	 2.5 	 Applicant, as operator, is proposing to drill a multiunit horizontal well in the lands involved herein in the Targeted Reservoir, with a portion of the completion interval of such multiunit horizontal well to be located in one or more of the 640-acre horizontal drilling and spacing units formed for the separate common sources of supply involved herein in said Sections 17 and 20. Applicant is proposing to drill the multiunit horizontal well involved herein at the following location&%2358; SURFACE HOLE LOCATION&%2358; NO CLOSER THAN 150 FEET FROM THE SOUTH LINE AND NO CLOSER THAN 330 FEET FROM THE EAST LINE OF SECTION 20, TOWNSHIP 17 NORTH, RANGE 8 WEST, KINGFISHER</font>","T17N-R8W","T17N","R8W","<font color=""%23000000"">SECTIONS 17 AND 20</font>","KINGFISHER","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T17N-R8W","030A787F.pdf","153"
